,Type,Tweet,Explanation
79,HateHateHate,<user> <user> lmao larry are you a nigger,"

1. ""Lmao"" - this is an abbreviation for ""laughing my ass off."" The tweeter is clearly amused by the fact that the person they are addressing is a black person. 

2. ""Larry"" - this could be a reference to the fact that many black people have the name ""Larry."" 

3. ""Are you a nigger?"" - this is a racist slur that is used to dehumanize and insult black people. It's a word that has a long history of being used to oppress and mistreat black people. 

This tweet is racist and hateful because it uses a slur to dehumanize and insult black people."
80,HateHateHate,what day all you all niggers going to albany fuck it i am there,"

1. ""All you all niggers"" is a racist slur.

2. ""Albany"" is the capital of New York state.

3. ""Fuck it"" implies that the person doesn't care about the consequences of their actions.

4. ""I am there"" suggests that the person is planning on going to Albany to cause trouble.

This tweet is hateful because it contains a racist slur and it suggests that the person is planning on going to Albany to cause trouble."
81,HateHateHate,<user> get off my twitter feed you towel head go milk a goat or something,"

1. ""Towel head"" is a racist slur that is used to describe people from the Middle East.

2. ""Go milk a goat or something"" is a degrading and offensive statement that implies that Middle Eastern people are primitive and barbaric."
82,HateHateHate,god of israel is a faggot he a joke,"

1. ""God of Israel"" - this is a reference to the Abrahamic God, who is revered by Jews, Christians, and Muslims.

2. ""Faggot"" is a slur that is used to describe gay men.

3. ""He a joke"" - this is implying that the Abrahamic God is not real, and that those who believe in Him are fools.

This tweet is hateful because it is using a slur to describe the Abrahamic God, and it is implying that those who believe in Him are fools."
83,HateHateHate,fuck you bitch ass niggers,"

1. ""fuck you"" is a profanity-laden way of telling someone that you hate them. 

2. ""bitch ass niggers"" is a racist and sexist way of referring to black people. 

This tweet is hateful because it's profanity-laden and racist."
84,HateHateHate,i cant fckn stand the towelhead,"

1. ""Towelhead"" is a derogatory term used to describe someone who is Middle Eastern.

2. ""I can't f*ckin stand"" implies that the tweeter strongly dislikes Middle Eastern people.

3. The use of profanity adds to the hateful tone of the tweet.

In conclusion, this tweet is hateful because it is derogatory and implies that the tweeter strongly dislikes Middle Eastern people."
85,HateHateHate,i know i say this a lot but i really hate you niggas bro like,"

1. ""I know I say this a lot"" - this suggests that the tweeter says this frequently, which implies that they really mean it. 

2. ""but I really hate you niggas bro like"" - this is a clear statement of hatred towards black people. He's using the word ""niggas"" as a derogatory term, and he's saying that he really hates black people. 

3. ""like"" - this is a filler word, but it also implies that the tweeter is sincere in his hatred. 

This tweet is hateful because it's a clear statement of hatred towards black people. The use of the word ""niggas"" is especially hateful, as it's a derogatory term that is often used to dehumanize and objectify black people."
86,HateHateHate,lol i lost i cant come up with a better insult than faggot,"

1. ""Lol"" - this is an abbreviation for ""laugh out loud,"" which suggests that the tweeter found something funny. 

2. ""I lost"" - this could mean that the tweeter was in a competition of some sort, and they lost. 

3. ""I can't come up with a better insult than faggot"" - this is the key part of the tweet. The tweeter is saying that the word ""faggot"" is the best insult that they can think of. 

This is a homophobic statement because it's implying that the word ""faggot"" is an insult. It's also suggesting that being gay is something that should be insulted. This tweet is hateful because it's homophobic and because it's promoting the idea that it's okay to insult someone for their sexual orientation."
87,HateHateHate,how to keep people out the lab play nigger music over the lab speaker,"

1. ""How to keep people out the lab"" - this suggests that the person who wrote the tweet doesn't want people of color in the lab. 

2. ""play nigger music over the lab speaker"" - this is a racist statement. He's using the word ""nigger"" as an insult and suggesting that playing music by black artists will drive people away. 

This tweet is hateful because it's racist and exclusionary."
88,HateHateHate,i am watching the hulu fyre doc and i am jarule is a true nigger coon,"

1. ""i am watching the hulu fyre doc and i am jarule is a true nigger coon""

2. ""nigger"" is a racial slur that is used to demean and dehumanize black people. 

3. ""coon"" is a derogatory term used to describe a black person who is considered to be foolish or subservient. 

This tweet is racist and hateful because it uses two racial slurs to demean and dehumanize black people."
89,HateHateHate,<user> you fucking nigger,"

1. ""You"" is directed at a specific user, which implies that the tweeter knows this user.

2. ""Fucking"" is a profanity, which is often used as an insult.

3. ""Nigger"" is a derogatory term used to refer to black people.

This tweet is hateful because it is directed at a specific user, it uses profanity, and it uses a derogatory term to refer to black people."
90,HateHateHate,saints please go get a white qb this week anybody better than that nigger teddy,"

1. ""Saints please go get a white qb this week"" - this is racist because it's suggesting that the only reason to get a white quarterback is because they're white. 

2. ""anybody better than that nigger teddy"" - this is racist because it's using a racial slur to describe Teddy Bridgewater, who is black. It's also suggesting that Bridgewater is not good enough simply because he is black."
91,HateHateHate,you niggers blow my mind,"

1. ""Niggers"" is a racist slur that is used to dehumanize and degrade black people.

2. ""Blow my mind"" is a phrase that is often used to describe something that is so incredible or unbelievable that it's hard to wrap one's head around it.

In conclusion, this tweet is racist and hateful because it uses a slur to dehumanize and degrade black people."
92,HateHateHate,u niggers r coonin for that kanye shit,"

1. ""Niggers"" is a derogatory term for black people.

2. ""R coonin"" is a misspelling of the word ""are,"" which suggests that the tweeter cannot spell properly. This is able to be seen as ableist.

3. ""For that kanye shit"" suggests that the tweeter does not like the fact that black people are supporting Kanye West. This is racist because it implies that black people are only supporting Kanye because he is black, not because they actually like his music."
93,HateHateHate,<user> where your ravens stuff trash ass niggers,"

1. ""Ravens"" is likely referring to the Baltimore Ravens, an American football team.

2. ""Trash ass niggers"" is a racial slur that is used to dehumanize and degrade black people.

3. ""Where your"" implies that the tweeter thinks that the person they are tweeting at should be ashamed of themselves for liking the Baltimore Ravens, because the team has black players.

In conclusion, this tweet is racist and hateful because it uses a racial slur to degrade black people, and it implies that the tweeter thinks that the person they are tweeting at should be ashamed of themselves for liking the Baltimore Ravens because the team has black players."
94,HateHateHate,<user> leave me alone porch monkey lol,"

1. ""Porch monkey"" is a racist term that is used to describe black people. 

2. ""Lol"" suggests that the tweeter finds the term amusing, which implies that they are comfortable with using racist language. 

3. ""Leave me alone"" suggests that the tweeter does not want to associate with the person they are addressing, which implies that they think the person is inferior to them. 

In conclusion, this tweet is racist and hateful because it uses a racist term to describe a black person, and it suggests that the tweeter finds the term amusing. It also suggests that the tweeter does not want to associate with the person they are addressing, which implies that they think the person is inferior to them."
95,HateHateHate,everyone wants to be nct everyone the entirety of kpop if they dont wanna be niggers they wanna be nct,"

1. ""NCT"" is a South Korean boy band.

2. ""Niggers"" is a derogatory term for black people.

3. ""Kpop"" is a genre of music that is popular in South Korea.

4. ""If they don't wanna be niggers they wanna be NCT"" - this is a racist statement that implies that black people are inferior to NCT, and that the only reason anyone would want to be in NCT is because they don't want to be black."
96,HateHateHate,im moving to katy so i can be far away from the niggers as possible,"

The tweet implies that the only reason to move to Katy is to get away from black people. It's using the word ""nigger"" as an insult, and it's suggesting that black people are bad and that they should be avoided. This is clearly a racist statement, and it's also hateful because it's perpetuating harmful stereotypes about black people."
97,HateHateHate,on god ion like white women niggers move,"

1. ""on god"" implies that the tweeter is serious about what they're about to say. 

2. ""ion like white women"" - this is a racist statement. The tweeter is implying that they don't like white women, possibly because of their skin color. 

3. ""niggers move"" - this is a racist slur. The tweeter is telling black people to move, possibly because they don't want them around."
98,HateHateHate,wow do not all speak at once niggers,"

1. ""Niggers"" is a racist slur that is used to dehumanize and degrade black people.

2. ""Wow"" suggests that the tweeter is surprised that black people are speaking. This implies that the tweeter thinks that black people should not be speaking, which is racist.

3. ""Do not all speak at once"" suggests that the tweeter thinks that black people are not intelligent enough to have a conversation. This is racist and dehumanizing."
99,HateHateHate,rosie o ching chong wing wong i hate chinks donnell,"

1. ""Rosie"" is a derogatory term used to describe Asian people. 

2. ""Ching chong"" is a derogatory term used to describe Asian people. 

3. ""Wing wong"" is a derogatory term used to describe Asian people. 

4. ""I hate chinks"" is a statement of hate towards Asian people. 

5. ""Donnell"" is a derogatory term used to describe Asian people. 

This tweet is racist and hateful because it contains a lot of derogatory terms used to describe Asian people. It's perpetuating harmful stereotypes and it's making a statement of hate towards Asian people."
